K,347,8,27,22,19,19,16,25,26,37,51,38,18,9,39,78,58,48,23,39,40,39,9,50,50,26,4,27,34,25,39,41,7,2,4,13,15,5,2,10,13,7,7,20,10,10,37,35,132,28,57,87,47,1,60,31,23,68,14,52,58,8,31,37,39,8,11,35,23,30,41,40,8,24,7,29,29,4,15,19,18,21,16,12,4,27,11,10,23,17,18,11,18,30,31,35,25,46,31,46
K,414,17,29,24,14,9,11,30,42,40,25,35,25,34,38,53,16,48,29,24,41,25,12,14,7,34,31,39,12,62,4,1,11,3,17,13,10,10,4,1,16,36,6,12,14,7,15,12,71,38,234,186,49,17,98,40,190,152,22,38,18,127,140,100,48,15,6,124,123,25,38,33,68,111,56,5,10,59,67,88,24,3,28,23,87,18,27,49,51,4,28,45,23,6,6,32,24,20,16,13
K,351,9,32,35,29,28,30,22,54,48,61,29,38,65,29,68,40,59,21,11,29,24,53,32,34,54,51,126,47,34,5,39,25,3,1,4,39,9,13,17,9,11,2,6,20,7,33,10,25,261,412,360,5,134,192,284,291,10,59,310,160,153,9,96,285,124,140,6,131,243,70,116,12,1,18,12,77,108,178,40,22,58,120,24,19,103,8,12,26,38,6,47,32,14,10,32,73,24,42,46
K,33,9,36,40,41,19,25,22,47,37,55,46,32,23,37,51,83,32,41,16,34,17,37,22,52,28,32,22,46,16,49,7,18,24,25,17,3,1,3,2,33,8,3,14,32,57,6,6,21,6,1,26,18,4,20,66,621,218,2,67,51,139,461,144,16,54,28,261,223,151,10,109,276,111,140,7,125,64,190,84,35,40,10,56,28,137,108,36,6,52,47,32,31,80,33,26,43,42,8,43
K,16,4,8,20,29,32,4,27,23,43,23,38,35,32,52,33,60,46,11,1,8,56,14,23,44,25,12,44,15,21,24,20,38,9,23,3,6,1,144,52,1,33,4,11,89,59,29,32,76,11,23,386,32,141,24,23,95,4,271,114,4,11,43,80,159,144,92,16,72,27,100,133,25,17,41,58,59,54,7,56,8,56,46,85,16,31,45,15,3,30,23,12,24,48,8,19,22,29,12,22
K,20,23,33,26,28,23,22,57,31,57,43,30,42,44,36,56,41,42,39,31,18,51,14,17,9,21,71,67,62,2,6,34,6,11,2,12,3,219,4,2,1,26,12,14,17,8,49,2,26,422,266,320,56,136,27,703,638,264,220,64,85,98,96,308,176,51,1,46,56,136,256,143,30,29,90,217,99,30,57,78,47,20,29,128,1,1,48,44,19,46,33,12,35,33,50,2,2,24,41,78
K,6,4,17,29,23,29,9,22,34,35,35,43,43,48,53,43,36,48,24,29,34,43,19,2,31,2,20,60,10,9,16,1,58,13,21,5,11,4,8,5,3,10,8,2,2,1,40,89,45,39,308,278,17,124,43,288,154,66,25,3,24,39,170,196,139,43,102,227,64,128,4,24,45,61,193,55,34,32,36,4,54,52,14,40,33,5,19,42,94,4,16,37,53,16,12,24,30,26,17,18
K,20,2,3,1,11,4,7,5,18,18,14,11,16,16,18,22,20,21,45,22,47,24,32,18,19,33,13,22,37,16,1,3,34,6,31,4,56,135,65,81,17,3,11,7,35,2,3,6,1,2,4,17,5,40,40,8,36,19,87,13,3,73,39,74,25,2,19,1,19,2,27,7,24,8,9,14,32,24,10,4,10,7,5,3,5,9,7,3,14,4,64,7,41,18,32,8,54,77,54,10
K,4,23,31,31,18,24,22,29,39,38,65,26,42,84,69,14,54,84,60,17,28,8,5,24,4,39,22,43,71,39,29,52,22,24,47,6,2,2,159,4,14,27,12,2,1,15,29,6,12,44,12,2,18,3,24,478,331,63,25,96,68,90,533,114,61,1,38,9,27,227,252,165,8,89,225,153,153,13,108,250,75,13,101,41,44,57,30,134,4,29,43,15,26,5,40,37,31,78,45,2
K,39,11,20,21,14,8,7,12,21,23,31,15,23,22,28,19,18,17,52,48,45,23,41,34,48,16,2,28,4,34,17,12,9,53,27,25,30,4,11,14,19,31,6,3,2,15,15,5,4,2,27,35,82,62,26,27,15,36,13,8,4,4,14,9,18,8,1,2,2,18,11,11,15,7,34,11,34,11,30,93,63,2,19,96,94,85,58,33,55,21,7,22,15,74,3,30,41,63,45,16
K,332,1,4,1,8,5,4,6,11,23,17,14,14,20,29,32,30,22,27,40,15,33,43,28,35,11,35,16,8,10,18,5,2,12,2,39,9,18,3,1,8,54,69,42,94,21,21,6,100,5,57,26,2,10,16,10,7,4,4,24,23,21,1,11,20,28,2,91,8,14,14,4,1,17,32,38,41,35,25,28,42,34,54,52,38,88,42,12,36,23,4,12,13,5,26,40,43,26,11,1
K,16,2,33,23,19,21,20,45,54,42,46,48,37,40,55,42,40,27,9,18,45,2,26,8,7,35,28,40,47,60,21,26,19,13,4,5,27,3,9,17,1,1,2,2,1,30,21,494,142,211,37,105,73,392,64,174,37,10,87,153,325,120,26,45,9,202,140,118,21,72,13,219,60,74,12,77,56,190,41,47,44,30,31,13,95,10,24,14,34,45,29,96,11,28,33,32,2,16,26,38
K,11,2,36,49,48,46,21,32,41,43,54,42,74,75,62,82,73,41,60,7,39,12,42,10,19,12,19,1,8,17,29,35,51,13,24,18,40,39,58,35,38,24,15,40,27,47,24,9,12,13,14,17,27,28,3,18,26,10,420,253,256,57,101,301,131,144,70,257,160,90,9,92,97,175,130,18,5,80,93,175,85,64,37,44,87,98,110,31,54,50,127,93,12,28,50,42,31,43,55,14
K,11,16,30,32,2,12,22,36,36,29,28,30,26,10,50,59,61,40,29,22,48,30,39,9,45,55,32,30,18,41,16,8,28,5,7,4,7,19,4,26,2,7,1,1,4,64,10,69,276,469,17,10,21,16,291,267,103,228,116,161,4,135,20,200,76,59,19,18,70,105,169,42,10,19,46,28,56,127,10,24,43,45,23,3,51,13,3,17,38,3,8,32,31,3,18,30,9,35,43,35
K,18,4,24,12,27,7,6,10,20,35,33,24,25,20,23,33,31,40,37,44,41,44,23,58,34,15,14,18,66,32,12,45,92,84,2,12,14,4,2,8,28,8,7,3,7,74,14,28,63,60,65,16,19,160,283,134,32,19,159,77,190,98,24,34,26,16,201,135,1,69,16,119,95,95,42,57,89,114,77,57,66,67,23,15,47,92,18,32,34,3,5,6,41,48,4,13,22,8,10,26
K,10,12,79,75,9,61,98,35,47,54,70,61,59,68,30,29,31,51,76,49,42,14,17,2,10,54,8,26,104,26,108,13,28,24,14,17,5,5,5,25,2,1,13,18,1,7,3,1,22,55,283,507,390,970,114,500,144,44,17,110,83,276,118,34,4,21,94,208,164,129,32,101,15,214,88,66,33,11,12,42,145,4,44,25,4,29,17,56,30,24,39,43,11,19,33,3,25,32,67,104
K,12,15,1,3,4,7,1,26,12,14,6,17,161,222,47,431,16,205,29,184,74,116,21,52,101,160,113,12,8,1,46,20,117,148,58,36,46,130,116,29,10,51,118,51,6,42,43,97,13,35,35,41,4,25,28,8,18,27,56,17,27,30,22,15,4,28,48,40,35,31,24,14,57,22,57,36,32,53,34,7,34,7,49,1,47,53,5,8,7,14,77,29,4,17,20,5,5,14,6,116
K,380,8,21,27,24,8,9,18,27,49,35,45,47,36,36,70,69,50,23,47,59,28,28,43,1,31,14,1,15,81,65,17,49,17,12,14,4,2,4,220,1,17,27,16,2,8,6,18,1,11,4,44,218,531,64,800,645,154,451,126,34,12,33,40,6,301,106,101,58,20,186,122,37,3,1,33,27,72,149,81,45,32,115,1,10,7,126,34,6,34,14,11,16,80,2,3,19,68,13,25
K,20,8,65,62,36,67,54,25,32,68,54,79,39,89,35,54,20,66,20,26,124,9,43,43,3,22,27,34,8,51,10,2,16,24,8,3,1,15,16,5,1,1,2,37,53,32,14,23,1,18,6,4,19,40,59,7,319,219,120,121,158,164,78,78,31,16,129,96,184,41,73,52,151,109,4,60,32,14,116,116,47,19,21,30,47,13,21,35,79,6,43,52,76,18,25,47,12,25,49,40
K,24,15,29,35,16,21,18,34,55,33,20,30,34,27,23,47,42,43,21,48,14,32,39,17,9,7,26,42,22,20,18,69,32,27,10,49,2,9,2,4,1,2,4,16,2,20,5,2,7,3,13,17,1,19,39,7,43,358,162,163,57,183,70,139,43,22,54,4,133,163,51,58,62,52,138,68,21,32,2,27,24,111,90,10,9,24,27,29,30,8,41,12,1,1,25,13,20,27,61,10
K,23,17,26,20,16,10,7,17,30,43,26,32,21,38,37,32,56,30,45,40,40,31,48,2,35,28,5,14,43,12,6,50,100,17,26,21,1,7,11,6,18,2,4,4,17,44,13,16,81,48,15,49,44,68,41,40,24,27,5,46,42,5,24,30,3,30,19,46,72,19,14,4,22,49,34,16,6,7,19,55,17,9,18,34,29,11,12,18,35,17,7,16,18,10,9,3,17,25,39,29
K,378,11,28,24,15,8,21,27,47,24,19,20,39,30,56,28,33,34,38,32,31,13,21,16,39,12,18,10,15,16,36,56,96,89,15,17,23,18,11,1,20,26,12,99,39,1,6,265,2,66,38,68,32,11,27,32,28,32,47,17,43,12,90,28,14,33,3,25,55,8,14,14,22,37,20,12,11,42,19,7,12,20,29,13,3,13,27,17,13,28,17,10,12,16,22,48,43,19,27,32
K,13,3,11,8,21,13,18,4,30,24,33,15,32,25,38,32,34,36,27,32,38,28,43,17,23,17,14,19,16,6,21,33,50,15,3,20,4,10,41,21,9,6,13,24,8,16,1,6,9,30,87,86,54,72,6,17,46,46,73,4,46,12,48,39,6,21,26,26,15,17,21,4,4,11,8,2,5,8,14,6,8,7,28,29,38,25,32,21,43,20,46,61,41,20,19,52,9,24,12,34
K,2,14,9,11,9,3,18,35,34,23,23,21,37,12,37,34,38,43,34,22,32,18,32,14,7,26,22,47,25,8,10,56,56,3,14,4,5,11,2,2,17,3,5,13,16,4,9,4,17,11,12,52,7,2,14,174,132,28,33,17,5,13,3,15,29,13,22,48,28,2,12,4,9,6,4,6,3,10,8,14,4,17,6,17,27,3,4,5,20,23,12,16,24,26,22,35,32,25,40,33
K,17,2,13,20,35,31,27,22,10,37,37,49,53,27,60,36,62,35,53,34,35,23,2,26,6,6,21,36,8,40,45,16,29,11,5,6,8,10,4,3,8,74,11,49,491,451,69,56,50,25,150,184,228,39,48,13,13,133,314,82,3,3,23,38,39,150,164,88,18,67,14,202,106,22,33,141,7,18,30,69,30,9,53,10,5,10,37,3,6,21,30,17,24,48,42,20,20,23,19,26
K,1,13,7,9,18,9,11,11,29,35,27,28,18,20,37,32,51,38,22,34,25,43,36,24,17,3,17,42,10,11,8,6,41,16,30,3,9,4,9,21,43,30,19,1,7,5,1,8,26,1,7,3,2,93,27,26,1,53,25,12,72,46,23,20,19,38,14,55,9,25,80,14,41,12,5,5,8,6,5,11,2,3,1,2,4,8,11,12,3,32,14,19,7,2,46,176,84,29,85,75
K,17,11,7,8,6,14,31,33,37,20,34,25,40,41,29,59,12,26,69,22,40,21,18,22,31,14,25,26,38,1,14,14,60,17,22,9,8,32,7,4,24,20,3,10,20,10,8,5,13,27,15,48,22,15,88,62,58,80,316,84,68,28,36,109,55,168,48,4,70,55,74,24,83,5,47,19,36,81,48,6,23,29,64,36,30,3,13,44,42,12,24,47,27,3,21,36,14,1,15,23
K,18,3,16,28,36,24,25,14,18,34,48,43,51,30,30,48,38,55,37,41,30,25,24,14,17,36,4,12,20,63,15,46,48,5,5,19,15,6,8,41,27,397,442,297,315,674,386,2,358,51,242,53,140,32,354,143,21,17,11,205,231,136,12,71,29,201,118,90,4,37,61,75,28,33,114,8,1,25,119,30,17,44,29,29,85,45,6,3,20,40,16,21,17,26,26,28,24,18,39,29
K,21,25,74,49,17,12,49,26,38,55,32,35,35,50,37,28,48,31,25,29,8,10,27,2,51,44,15,53,11,53,36,48,8,16,9,6,5,2,1,15,39,4,8,11,16,12,16,4,203,541,43,26,51,115,71,8,272,191,143,16,145,42,264,149,85,1,36,113,112,222,103,4,30,35,53,167,120,16,76,98,55,36,45,108,30,30,88,8,10,29,88,29,12,38,14,3,1,26,18,16
K,10,19,26,41,35,19,17,32,42,55,52,67,32,59,52,13,47,25,10,21,65,16,11,53,50,59,37,4,9,1,27,6,12,19,26,2,4,9,6,9,14,10,6,8,5,31,5,32,368,408,18,162,91,162,151,336,125,24,16,54,33,241,229,166,7,1,42,140,271,102,98,85,12,121,65,4,34,17,36,44,15,119,31,28,61,19,20,13,85,29,19,40,14,5,23,39,2,18,30,53
K,2,11,29,21,34,30,27,10,40,34,61,59,42,52,48,24,50,52,19,28,25,13,16,6,7,9,11,24,62,9,54,30,30,13,40,15,8,4,1,2,2,17,1,5,3,1,10,6,7,17,2,208,517,184,10,62,140,284,189,212,9,197,267,97,206,92,56,204,108,93,2,12,71,63,209,75,34,43,27,23,56,160,42,20,77,39,8,33,106,20,27,37,6,46,43,75,10,9,40,34
K,4,29,36,41,31,28,10,32,36,49,52,28,61,40,36,69,33,45,18,34,22,24,4,6,59,12,2,71,2,7,22,10,4,10,4,1,1,2,3,3,3,1,27,11,69,94,4,85,471,238,74,47,174,210,309,62,57,43,235,244,197,2,16,64,272,129,115,20,55,10,222,106,30,2,5,11,50,79,24,30,120,19,34,26,4,4,29,25,8,33,18,45,5,25,31,66,1,18,27,26
K,3,16,29,26,34,14,21,17,33,36,41,43,38,22,57,50,38,51,40,10,22,12,27,21,19,46,37,22,50,66,25,8,4,18,15,24,26,4,2,2,3,2,1,19,1,4,1,4,4,26,1,19,3,13,435,358,131,45,187,380,103,357,64,84,92,39,47,55,271,179,106,32,50,286,123,65,11,94,87,190,92,17,24,70,84,31,21,54,119,13,32,81,17,18,49,51,10,19,34,2
K,23,7,29,36,42,30,22,6,28,43,54,64,42,59,22,62,4,72,57,10,14,29,17,12,8,66,21,15,10,21,22,25,10,12,3,19,9,2,1,18,5,14,4,4,11,42,142,450,264,8,116,59,180,191,235,54,51,1,262,207,128,21,62,245,133,99,19,69,233,103,64,27,4,24,62,83,182,68,28,41,30,24,23,94,5,15,12,96,29,8,37,38,2,7,24,39,213,13,38,54
K,24,30,25,50,33,37,16,25,28,57,64,52,32,29,27,49,64,9,33,17,22,30,25,21,18,28,69,98,44,82,22,58,2,13,7,1,4,2,6,8,5,1,9,2,24,15,34,186,528,94,90,32,243,238,195,15,74,167,305,66,38,22,46,216,139,85,14,78,38,204,43,76,42,23,13,28,129,112,83,28,4,23,39,16,24,65,27,9,51,100,6,21,32,16,17,26,62,53,4,37
K,9,5,13,26,23,22,12,17,31,25,44,41,38,38,54,42,38,30,5,79,30,22,8,13,26,3,1,4,60,38,10,16,14,33,36,35,4,1,17,3,3,5,4,13,5,6,16,3,24,9,17,30,9,3,21,383,124,18,18,47,324,133,91,36,46,108,78,351,38,33,24,24,50,83,136,152,36,27,76,91,122,46,4,24,23,26,44,70,34,52,93,51,6,23,45,28,6,24,31,16
K,13,4,7,16,16,17,13,8,23,22,31,36,35,6,54,2,41,41,42,51,67,5,40,24,32,3,17,19,6,38,44,65,116,61,40,22,59,10,12,1,1,1,7,3,1,9,5,4,16,2,33,89,110,20,17,365,174,96,72,116,50,241,27,4,35,49,28,125,62,155,57,13,78,118,92,16,33,12,68,99,42,11,32,7,48,13,43,39,42,4,8,24,44,11,32,42,1,10,19,45
K,22,13,19,20,28,29,18,14,27,28,52,51,27,52,31,43,16,54,27,28,43,7,18,6,31,15,10,37,5,55,12,21,57,4,16,19,3,32,14,1,15,13,4,19,10,8,7,34,28,53,398,303,53,52,49,294,166,53,37,66,128,41,384,25,93,50,35,13,77,120,178,38,36,66,94,111,93,10,33,24,82,143,30,19,62,9,17,56,64,42,31,78,38,12,25,35,8,18,34,16
K,26,8,3,14,14,18,5,12,29,37,23,29,31,38,25,41,5,55,48,30,33,19,33,6,8,9,11,5,3,76,54,32,24,49,16,36,16,17,7,7,16,7,14,13,7,95,29,7,2,5,12,6,8,7,7,1,11,18,26,5,75,28,213,209,5,137,68,165,55,85,76,54,144,103,163,68,20,76,112,55,7,12,18,52,95,64,40,18,5,50,94,48,1,5,24,62,23,5,44,47
K,18,5,17,4,18,16,14,23,40,24,30,22,19,41,27,36,37,35,38,33,43,16,22,9,15,10,28,6,6,20,52,74,33,6,10,8,27,4,14,4,11,6,2,1,22,49,42,4,17,16,6,5,17,7,1,32,83,53,4,57,28,378,161,79,23,189,56,152,42,51,68,42,118,163,13,94,23,74,109,68,22,11,5,25,71,92,19,2,44,48,9,18,33,65,43,42,61,28,17,6
K,15,7,3,33,61,50,34,13,6,43,48,65,54,47,57,30,31,70,13,19,6,16,14,26,9,21,24,45,18,10,1,34,9,7,1,1,26,16,2,9,6,3,5,7,13,8,47,28,324,450,73,75,89,158,306,34,78,12,29,49,468,106,53,2,47,2,35,198,195,71,42,61,210,120,66,28,38,78,150,27,62,21,120,30,33,50,16,23,10,94,13,35,36,19,3,21,34,12,10,34
K,6,29,34,32,24,22,19,33,32,35,49,35,39,43,16,50,51,29,38,10,22,23,8,45,17,30,21,35,46,4,17,19,16,3,4,10,12,4,24,41,407,271,22,58,104,124,302,144,40,77,66,159,198,162,13,68,57,177,156,79,16,69,41,202,71,68,23,10,18,29,129,19,35,50,38,23,27,67,25,17,45,55,12,7,40,21,20,21,57,23,25,35,23,22,13,20,21,51,41,32
K,360,2,25,36,40,34,20,20,19,48,43,51,30,34,43,12,34,28,15,16,19,77,2,53,18,26,22,16,4,22,6,5,4,4,12,26,22,17,333,437,72,9,153,179,12,269,249,112,61,51,45,244,158,8,16,35,127,247,70,9,18,9,15,178,138,67,50,36,71,119,11,31,32,117,37,13,58,28,1,39,88,6,9,21,68,128,9,23,42,40,21,24,10,28,37,57,62,32,38,30
K,12,1,22,12,18,10,14,16,36,28,40,37,26,36,19,31,54,43,13,32,42,23,30,40,13,20,10,24,26,33,68,40,28,69,18,8,3,24,2,1,41,4,2,1,32,5,2,5,21,41,4,32,13,53,366,264,80,40,158,28,312,56,83,10,23,37,258,116,177,17,116,24,186,90,66,43,23,78,173,104,56,22,65,106,32,22,94,12,26,46,43,14,26,49,8,30,36,57,13,19
K,18,17,30,31,32,19,22,23,39,53,53,38,50,34,47,43,49,44,21,36,13,1,12,5,32,8,8,12,22,38,30,50,11,24,38,11,20,15,13,3,6,11,11,4,20,28,18,429,429,133,136,156,119,362,243,5,58,48,28,191,236,147,20,34,25,213,178,105,7,82,235,79,104,3,7,56,50,120,21,34,112,9,31,11,75,34,42,93,10,27,14,54,6,4,21,43,32,29,42,19
K,21,13,26,25,26,11,12,14,39,34,28,35,35,36,31,37,36,33,24,58,20,14,9,6,38,13,35,28,6,42,4,89,54,10,34,64,40,7,8,4,4,1,9,13,431,249,65,45,82,84,440,33,99,21,21,20,32,11,229,183,88,21,80,59,149,123,43,8,25,100,91,156,61,49,13,64,29,28,65,95,31,7,51,45,18,18,39,11,10,32,38,17,24,26,19,24,12,21,25,34
K,2,2,14,53,72,57,34,14,8,46,53,70,56,51,7,21,4,24,14,32,4,21,25,22,22,58,2,19,1,36,43,31,16,14,2,13,1,3,7,271,135,64,28,74,56,46,72,55,264,78,50,13,54,181,159,130,3,54,26,22,114,124,17,6,23,60,83,90,15,50,65,64,26,39,40,24,14,52,36,18,8,36,22,10,15,32,15,29,26,28,5,3,24,84,54,51,12,23,18,50
K,16,16,20,27,18,12,18,16,29,30,38,30,27,24,30,21,52,42,36,29,28,14,7,12,15,22,10,17,13,46,49,67,4,62,14,26,7,2,14,5,4,4,5,5,29,22,89,428,46,35,10,213,246,73,1,4,32,71,52,147,149,26,6,33,17,102,132,70,41,6,103,103,39,27,11,51,98,85,6,10,31,50,81,44,17,30,48,13,25,18,14,22,21,14,14,21,17,27,42,20
K,30,17,12,23,20,20,17,14,27,33,44,31,35,34,32,48,29,42,27,16,2,35,3,18,6,54,46,15,25,60,21,6,33,4,17,5,3,12,6,10,11,16,27,198,344,274,15,42,81,130,353,76,43,70,184,128,144,20,97,42,182,81,58,51,38,69,150,93,32,20,12,42,99,104,9,24,6,69,30,10,46,56,12,6,34,26,2,21,34,182,15,19,29,22,13,13,24,35,33,30
K,20,1,8,10,11,10,11,14,16,17,20,15,17,32,12,29,25,19,27,29,12,23,9,5,10,2,1,4,34,12,7,35,10,12,2,17,20,37,22,2,21,4,12,1,1,294,3,6,10,47,22,4,18,12,58,35,8,11,66,70,72,72,81,94,30,30,60,74,10,6,21,57,53,25,8,11,42,2,26,5,9,16,18,28,1,3,4,3,8,13,18,25,6,20,18,34,39,28,6,41
K,20,24,47,51,30,12,22,23,34,41,55,49,28,24,35,34,3,4,31,33,26,38,106,34,19,68,37,31,9,8,4,6,5,8,2,4,25,11,9,8,1,24,241,406,106,50,162,121,276,43,15,44,28,77,216,131,38,1,19,2,63,114,187,78,18,29,142,129,59,20,42,11,128,33,25,51,16,22,54,86,3,39,37,47,8,16,33,12,3,18,41,35,38,29,9,37,19,39,59,37
K,161,48,63,52,14,40,48,63,66,52,41,33,38,49,43,85,70,16,30,19,17,12,11,45,1,1,11,14,3,3,175,8,13,10,34,9,6,1,3,16,30,89,376,230,19,10,40,97,465,166,59,4,34,19,182,195,160,58,7,112,56,158,93,65,9,6,8,61,82,45,41,23,111,10,37,58,19,13,51,90,1,8,24,75,4,8,17,59,17,25,50,18,9,32,69,57,28,11,18,44
K,317,1,13,38,36,30,17,10,26,32,51,45,49,37,51,47,55,27,42,11,19,20,2,17,1,13,25,13,16,24,31,14,3,35,18,14,7,1,22,1,9,2,12,1,3,27,40,197,517,90,77,89,145,309,254,134,49,66,290,172,133,26,96,5,225,149,81,16,13,91,108,211,81,27,43,46,13,175,43,28,50,33,17,42,88,11,17,36,50,17,17,41,8,23,36,62,140,74,81,6
K,24,37,44,28,12,6,30,37,38,32,33,20,40,29,29,41,47,44,10,28,17,43,32,7,23,26,15,33,18,23,11,35,17,15,2,13,2,4,19,1,3,13,9,11,30,2,21,467,220,328,382,13,41,50,7,75,243,166,9,12,11,81,131,108,145,21,48,13,164,107,35,10,37,25,66,130,34,27,29,58,74,104,13,6,1,92,17,27,56,16,22,56,38,17,55,35,17,26,24,59
K,324,7,15,16,12,12,2,24,31,48,22,20,21,24,36,37,33,52,20,51,36,21,34,38,4,44,11,26,11,6,33,12,10,26,11,25,8,26,38,20,4,17,1,3,6,8,4,5,19,6,12,93,35,54,110,24,154,13,86,31,30,17,32,8,65,47,19,21,32,14,9,3,4,12,37,13,2,2,2,20,18,10,7,9,20,7,7,13,14,2,35,7,11,19,16,12,7,16,29,30
K,26,11,19,19,9,25,38,44,40,31,34,33,48,32,54,32,19,20,23,21,26,2,25,37,29,19,24,41,53,42,19,7,37,41,17,33,3,3,15,1,13,4,6,7,6,4,4,1,79,31,38,141,487,58,107,335,94,205,294,168,45,33,49,123,239,129,15,56,12,13,59,1,185,139,80,24,58,85,34,23,51,113,24,19,76,9,7,3,36,4,11,25,44,6,25,32,60,4,16,24
K,38,15,27,22,10,4,24,40,40,18,21,12,46,28,42,44,36,58,21,34,38,27,25,32,9,18,25,51,11,13,12,13,57,52,9,3,1,2,31,15,13,2,5,1,180,8,9,14,8,12,18,56,32,61,26,32,88,206,52,37,42,170,47,108,23,13,77,60,100,46,20,10,2,51,59,60,21,10,13,26,33,65,46,8,13,38,56,23,1,9,13,32,18,26,35,16,32,14,7,17
K,10,9,25,25,19,18,2,30,30,48,42,28,22,32,40,26,57,27,48,15,59,21,46,12,4,26,4,40,34,6,19,18,4,3,14,18,2,9,7,2,9,1,28,14,2,48,29,48,15,2,1,4,7,30,24,59,50,336,308,132,28,53,78,154,225,13,26,44,72,275,103,11,24,17,48,42,152,125,87,30,55,12,155,36,36,20,131,12,23,54,3,21,51,61,2,38,43,63,11,22
K,72,11,13,8,7,8,6,16,25,18,26,13,25,22,32,22,30,33,43,29,43,8,26,26,8,10,56,17,3,31,14,20,3,26,14,6,39,37,12,6,1,1,2,21,16,28,7,10,5,14,15,37,43,32,10,24,55,27,74,92,10,29,14,17,17,33,9,5,12,21,8,4,8,5,5,17,19,16,18,7,39,6,21,21,18,28,82,72,26,36,58,33,70,9,48,19,55,29,28,76
